image,caption_number,caption,id
1020651753_06077ec457.jpg,2,A dog leaps to catch a ball in a field .,16
1020651753_06077ec457.jpg,3,A white dog is trying to catch a ball in midair over a grassy field .,16
1020651753_06077ec457.jpg,4,The white dog is playing in a green field with a yellow toy .,16
1022454332_6af2c1449a.jpg,0,A child and a woman are at waters edge in a big city .,17
1022454332_6af2c1449a.jpg,1,a large lake with a lone duck swimming in it with several people around the edge of it .,17
1022454332_6af2c1449a.jpg,2,A little boy at a lake watching a duck .,17
1022454332_6af2c1449a.jpg,3,A young boy waves his hand at the duck in the water surrounded by a green park .,17
1022454332_6af2c1449a.jpg,4,"Two people are at the edge of a lake , facing the water and the city skyline .",17
1022454428_b6b660a67b.jpg,0,"A couple and an infant , being held by the male , sitting next to a pond with a near by stroller .",18
1022454428_b6b660a67b.jpg,1,A couple sit on the grass with a baby and stroller .,18
1022454428_b6b660a67b.jpg,2,A couple with their newborn baby sitting under a tree facing a lake .,18
1022454428_b6b660a67b.jpg,3,A man and woman care for an infant along the side of a body of water .,18
1022454428_b6b660a67b.jpg,4,Couple with a baby sit outdoors next to their stroller .,18
1022975728_75515238d8.jpg,0,A black dog running in the surf .,19
1022975728_75515238d8.jpg,1,A black lab with tags frolicks in the water .,19
1022975728_75515238d8.jpg,2,A dog splashes in the water,19
1022975728_75515238d8.jpg,3,The black dog runs through the water .,19
1022975728_75515238d8.jpg,4,This is a black dog splashing in the water .,19
102351840_323e3de834.jpg,0,A man drilling a hole in the ice .,20
102351840_323e3de834.jpg,1,A man is drilling through the frozen ice of a pond .,20
102351840_323e3de834.jpg,2,A person in the snow drilling a hole in the ice .,20
102351840_323e3de834.jpg,3,A person standing on a frozen lake .,20
102351840_323e3de834.jpg,4,Two men are ice fishing .,20
1024138940_f1fefbdce1.jpg,0,Two different breeds of brown and white dogs play on the beach .,21
1024138940_f1fefbdce1.jpg,1,Two dogs are making a turn on a soft sand beach .,21
1024138940_f1fefbdce1.jpg,2,Two dogs playing in the sand at the beach .,21
1024138940_f1fefbdce1.jpg,3,Two dogs playing together on a beach .,21
1024138940_f1fefbdce1.jpg,4,Two large tan dogs play along a sandy beach .,21
102455176_5f8ead62d5.jpg,0,A man uses ice picks and crampons to scale ice .,22
102455176_5f8ead62d5.jpg,1,an ice climber in a blue jacket and black pants is scaling a frozen ice wall .,22
102455176_5f8ead62d5.jpg,2,An ice climber scaling a frozen waterfall .,22
102455176_5f8ead62d5.jpg,3,A person in blue and red ice climbing with two picks .,22
102455176_5f8ead62d5.jpg,4,Climber climbing an ice wall,22
1026685415_0431cbf574.jpg,0,A black dog carries a green toy in his mouth as he walks through the grass .,23
1026685415_0431cbf574.jpg,1,A black dog carrying something through the grass .,23
1026685415_0431cbf574.jpg,2,A black dog has a blue toy in its mouth .,23
1026685415_0431cbf574.jpg,3,A dog in grass with a blue item in his mouth .,23
1026685415_0431cbf574.jpg,4,A wet black dog is carrying a green toy through the grass .,23
1028205764_7e8df9a2ea.jpg,0,A man and a baby are in a yellow kayak on water .,24
1028205764_7e8df9a2ea.jpg,1,A man and a little boy in blue life jackets are rowing a yellow canoe .,24
1028205764_7e8df9a2ea.jpg,2,A man and child kayak through gentle waters .,24
1028205764_7e8df9a2ea.jpg,3,A man and young boy ride in a yellow kayak .,24
1028205764_7e8df9a2ea.jpg,4,Man and child in yellow kayak,24
1030985833_b0902ea560.jpg,0,A black dog and a brown dog are jumping up to catch a red toy .,25
1030985833_b0902ea560.jpg,1,A black dog and a brown dog play with a red toy on a courtyard .,25
1030985833_b0902ea560.jpg,2,A brown and black lab are outside and the black lab is catching a toy in its mouth .,25
1030985833_b0902ea560.jpg,3,Black dog snaps at red and black object as brown dog lunges .,25
1030985833_b0902ea560.jpg,4,The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .,25
103106960_e8a41d64f8.jpg,0,A boy with a stick kneeling in front of a goalie net,26
103106960_e8a41d64f8.jpg,1,A child in a red jacket playing street hockey guarding a goal .,26
103106960_e8a41d64f8.jpg,2,A young kid playing the goalie in a hockey rink .,26
103106960_e8a41d64f8.jpg,3,A young male kneeling in front of a hockey goal with a hockey stick in his right hand .,26
103106960_e8a41d64f8.jpg,4,"Hockey goalie boy in red jacket crouches by goal , with stick .",26
103195344_5d2dc613a3.jpg,0,A man in black is sitting next to a modern art structure in front of a glass building .,27
103195344_5d2dc613a3.jpg,1,A man sits and reads a newspaper by a sculpture outside of an office building .,27
103195344_5d2dc613a3.jpg,2,a man sits near a large statue .,27
103195344_5d2dc613a3.jpg,3,A man sitting in front of a metal sculpture in front of a building .,27
103195344_5d2dc613a3.jpg,4,The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .,27
103205630_682ca7285b.jpg,0,A tent is being set up on the ice .,28
103205630_682ca7285b.jpg,1,Two men are about to enter an ice fishing tent on a snow covered lake .,28
103205630_682ca7285b.jpg,2,two men setting up a blue ice fishing hut on an iced over lake,28
103205630_682ca7285b.jpg,3,"Two men , standing on an ice , looking into something covered with a blue tarp .",28
103205630_682ca7285b.jpg,4,Two people standing outside a blue tent structure on a snowy surface .,28
1032122270_ea6f0beedb.jpg,0,A woman crouches near three dogs in a field .,29
1032122270_ea6f0beedb.jpg,1,Three dogs are playing on grassy hill with a blue sky .,29
1032122270_ea6f0beedb.jpg,2,Three dogs are standing in the grass and a person is sitting next to them,29
1032122270_ea6f0beedb.jpg,3,Three dogs on a grassy hill,29
1032122270_ea6f0beedb.jpg,4,Three dogs stand in a grassy field while a person kneels nearby .,29
1032460886_4a598ed535.jpg,0,a man is standing in front of a skyscraper,30
1032460886_4a598ed535.jpg,1,A man stands in front of a skyscraper .,30
1032460886_4a598ed535.jpg,2,A man stands in front of a very tall building .,30
1032460886_4a598ed535.jpg,3,Behind the man in a red shirt stands a large skyscraper .,30
1032460886_4a598ed535.jpg,4,There is a skyscraper in the distance with a man walking in front of the camera .,30
1034276567_49bb87c51c.jpg,0,A boy bites hard into a treat while he sits outside .,31
1034276567_49bb87c51c.jpg,1,A child biting into a baked good .,31
1034276567_49bb87c51c.jpg,2,A small boy putting something in his mouth with both hands .,31
1034276567_49bb87c51c.jpg,3,The boy eats his food outside at the table .,31
1034276567_49bb87c51c.jpg,4,The boy is eating pizza over a tin dish .,31
104136873_5b5d41be75.jpg,0,People sit on the mountainside and check out the view .,32
104136873_5b5d41be75.jpg,1,Three people are on a hilltop overlooking a green valley .,32
104136873_5b5d41be75.jpg,2,Three people hang out on top of a big hill .,32
104136873_5b5d41be75.jpg,3,Three people overlook a green valley .,32
104136873_5b5d41be75.jpg,4,Three people rest on a ledge above the moutains .,32
1042020065_fb3d3ba5ba.jpg,0,A boy in a green shirt is looking down at many inflatable boats .,33
1042020065_fb3d3ba5ba.jpg,1,A boy in a green shirt watches kayakers .,33
1042020065_fb3d3ba5ba.jpg,2,A boy looks over a railing at the many boats and rafts below in the water .,33
1042020065_fb3d3ba5ba.jpg,3,A young boy overlooking a crowd of inflatable boats .,33
1042020065_fb3d3ba5ba.jpg,4,A young boy wearing a jersey looks down over a ledge at many boats in the water .,33
1042590306_95dea0916c.jpg,0,A man and woman pose for the camera while another man looks on .,34
1042590306_95dea0916c.jpg,1,A man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .,34
1042590306_95dea0916c.jpg,2,A multiracial couple posing for a picture,34
1042590306_95dea0916c.jpg,3,"Asian man and blond woman holding hands outdoors , man in background watches .",34
1042590306_95dea0916c.jpg,4,Guy in blue shirt biting hand of girl in black striped jacket while another guy watches,34
1045521051_108ebc19be.jpg,0,A person eats takeout while watching a small television .,35
1045521051_108ebc19be.jpg,1,A person sits on the floor and eats in front of a television .,35
1045521051_108ebc19be.jpg,2,A television with a picture of a girl on it .,35
1045521051_108ebc19be.jpg,3,A young man sits on the floor by the television with a fast food meal in front of him .,35
1045521051_108ebc19be.jpg,4,Someone is laying in front of the TV eating food .,35
1048710776_bb5b0a5c7c.jpg,0,a couple of several people sitting on a ledge overlooking the beach,36
1048710776_bb5b0a5c7c.jpg,1,A group of people sit on a wall at the beach .,36
1048710776_bb5b0a5c7c.jpg,2,A group of teens sit on a wall by a beach .,36
1048710776_bb5b0a5c7c.jpg,3,Crowd of people at the beach .,36
1048710776_bb5b0a5c7c.jpg,4,Several young people sitting on a rail above a crowded beach .,36
1052358063_eae6744153.jpg,0,A boy takes a jump on his skateboard while another boy with a skateboard watches .,37
1052358063_eae6744153.jpg,1,A child is performing a skateboard trick while another child with a skateboard leans on a wall .,37
1052358063_eae6744153.jpg,2,A little boy skateboarder is doing a trick on his board while another young skateboarder watches .,37
1052358063_eae6744153.jpg,3,a young boy skateboarder jumping on a platform on a skateboard .,37
1052358063_eae6744153.jpg,4,Two skateboarders .,37
105342180_4d4a40b47f.jpg,0,"A girl paddling down a large river , as seen from behind her .",38
105342180_4d4a40b47f.jpg,1,A woman kayaking down a river .,38
105342180_4d4a40b47f.jpg,2,A woman paddles a boat down a river .,38
105342180_4d4a40b47f.jpg,3,A woman with a paddle .,38
105342180_4d4a40b47f.jpg,4,A woman with a paddle sits in a boat on the water .,38
1053804096_ad278b25f1.jpg,0,A girl in pigtails splashes in the shallow water .,39
1053804096_ad278b25f1.jpg,1,A girls plays in the surf .,39
1053804096_ad278b25f1.jpg,2,a girl with pigtails is playing in the ocean by the beach .,39
1053804096_ad278b25f1.jpg,3,A girl with pigtails plays in the water .,39
1053804096_ad278b25f1.jpg,4,A young girl in pigtails plays in the water .,39
1055623002_8195a43714.jpg,0,A group of four children wearing pajamas have a pillow fight .,40
1055623002_8195a43714.jpg,1,A group of kids have a pillow-fight .,40
1055623002_8195a43714.jpg,2,A group of young children playing pillow fight on a bed .,40
1055623002_8195a43714.jpg,3,Children having a pillow fight .,40
1055623002_8195a43714.jpg,4,Four children are having a pillow fight .,40
1055753357_4fa3d8d693.jpg,0,Two constructions workers sit on a beam taking a break .,41
1055753357_4fa3d8d693.jpg,1,Two construction workers are sitting up on the side of a building .,41
1055753357_4fa3d8d693.jpg,2,Two construction workers sitting on an I-beam .,41
1055753357_4fa3d8d693.jpg,3,Two construction workers take a seat on a steel beam .,41
1055753357_4fa3d8d693.jpg,4,Two men take a break from construction .,41
1056249424_ef2a2e041c.jpg,0,The children are playing in the water .,42
1056249424_ef2a2e041c.jpg,1,"Two boys , one with a yellow and orange ball , play in some water in front of a field .",42
1056249424_ef2a2e041c.jpg,2,Two boys play in a puddle .,42
1056249424_ef2a2e041c.jpg,3,Two children play with a balloon in mud on a sunny day .,42
1056249424_ef2a2e041c.jpg,4,Two kids are running and playing in some water .,42
1056338697_4f7d7ce270.jpg,0,A blond woman in a blue shirt appears to wait for a ride .,43
1056338697_4f7d7ce270.jpg,1,A blond woman is on the street hailing a taxi .,43
1056338697_4f7d7ce270.jpg,2,"A woman is signaling is to traffic , as seen from behind .",43
1056338697_4f7d7ce270.jpg,3,A woman with blonde hair wearing a blue tube top is waving on the side of the street .,43
1056338697_4f7d7ce270.jpg,4,The woman in the blue dress is holding out her arm at oncoming traffic .,43
1056359656_662cee0814.jpg,0,A little girl looking at a brochure on train rides,44
1056359656_662cee0814.jpg,1,a young blond girl with a magizine in her hands,44
1056359656_662cee0814.jpg,2,A young girl on a train reads a book about train rides .,44
1056359656_662cee0814.jpg,3,A young girl sits on a seat and looks at a train pamphlet .,44
1056359656_662cee0814.jpg,4,Child sitting down looking at train ride brochure,44
1056873310_49c665eb22.jpg,0,A brown dog is running after a black dog on a rocky shore .,45
1056873310_49c665eb22.jpg,1,A brown dog is running after the black dog .,45
1056873310_49c665eb22.jpg,2,Two dogs playing on a beach .,45
1056873310_49c665eb22.jpg,3,Two dogs run across stones near a body of water .,45
1056873310_49c665eb22.jpg,4,Two dogs run towards each other on a rocky area with water in the background .,45
1057089366_ca83da0877.jpg,0,A boy descends off the end of a high diving board .,46
1057089366_ca83da0877.jpg,1,A child jumps off a high diving board into the pool .,46
1057089366_ca83da0877.jpg,2,A kid jumps off the diving board and into the swimming pool below .,46
1057089366_ca83da0877.jpg,3,A little kid is jumping off a high dive at the pool .,46
1057089366_ca83da0877.jpg,4,The boy is jumping off a high diving board into the pool .,46
1057210460_09c6f4c6c1.jpg,0,A guy stands by a window taking his overshirt off .,47
1057210460_09c6f4c6c1.jpg,1,A man in a tank top stands next to a chrome door .,47
1057210460_09c6f4c6c1.jpg,2,A man puts his shirt on near an elevator .,47
1057210460_09c6f4c6c1.jpg,3,A man stands by an elevator with his head down .,47
1057210460_09c6f4c6c1.jpg,4,The man is putting on his shirt near an elevator .,47
1057251835_6ded4ada9c.jpg,0,A light-colored dog runs on the beach .,48
1057251835_6ded4ada9c.jpg,1,A small yellow dog runs on a beach,48
1057251835_6ded4ada9c.jpg,2,A tan dog runs on a sandy beach .,48
1057251835_6ded4ada9c.jpg,3,A white dog is running down a rocky beach .,48
1057251835_6ded4ada9c.jpg,4,Light brown dog running along the beach .,48
106490881_5a2dd9b7bd.jpg,0,A boy in his blue swim shorts at the beach .,49
106490881_5a2dd9b7bd.jpg,1,A boy smiles for the camera at a beach .,49
106490881_5a2dd9b7bd.jpg,2,A young boy in swimming trunks is walking with his arms outstretched on the beach .,49
106490881_5a2dd9b7bd.jpg,3,Children playing on the beach .,49
106490881_5a2dd9b7bd.jpg,4,The boy is playing on the shore of an ocean .,49
106514190_bae200f463.jpg,0,A hiker standing high on a bluff overlooking the mountains below .,50
106514190_bae200f463.jpg,1,a person on ski 's looks from hill over snow covered landscape,50
106514190_bae200f463.jpg,2,A skier is overlooking a snow-covered mountain .,50
106514190_bae200f463.jpg,3,A skier is overlooking the beautiful white snow covered landscape .,50
106514190_bae200f463.jpg,4,A skier pauses on a mountaintop .,50
1067180831_a59dc64344.jpg,0,A black and white dog is attempting to catch a yellow and purple object in a low cut yard .,51
1067180831_a59dc64344.jpg,1,A black and white dog jumps after a yellow toy .,51
1067180831_a59dc64344.jpg,2,a black and white dog jumps to get the Frisbee .,51
1067180831_a59dc64344.jpg,3,A black dog is jumping up to catch a purple and green toy .,51
1067180831_a59dc64344.jpg,4,A dog jumps to catch a toy .,51
1067675215_7336a694d6.jpg,0,A man in blue shorts is laying in the street .,52
1067675215_7336a694d6.jpg,1,A man in blue shorts lays down outside in a parking lot .,52
1067675215_7336a694d6.jpg,2,A man laying down in middle of street during heavy traffic .,52
1067675215_7336a694d6.jpg,3,A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .,52
1067675215_7336a694d6.jpg,4,A shirtless man is laying down in the middle of a busy street .,52
1067790824_f3cc97239b.jpg,0,A white and black dog and a brown dog in sandy terrain .,53
1067790824_f3cc97239b.jpg,1,A woolly dog chases a Doberman on a beach .,53
1067790824_f3cc97239b.jpg,2,One dog is chasing another one on the beach .,53
1067790824_f3cc97239b.jpg,3,The two large dogs are running through sand .,53
1067790824_f3cc97239b.jpg,4,Two large dogs chasing each other at the beach .,53
1072153132_53d2bb1b60.jpg,0,A black and white dog catches a toy in midair .,54
1072153132_53d2bb1b60.jpg,1,A dog and a tennis ball .,54
1072153132_53d2bb1b60.jpg,2,"A dog is jumping to catch a object thrown at it ,",54
1072153132_53d2bb1b60.jpg,3,A dog leaps while chasing a tennis ball through a grassy field .,54
1072153132_53d2bb1b60.jpg,4,A multicolor dog jumping to catch a tennis ball in a grassy field .,54
107318069_e9f2ef32de.jpg,0,A crowd watching air balloons at night .,55
107318069_e9f2ef32de.jpg,1,A group of hot air balloons lit up at night .,55
107318069_e9f2ef32de.jpg,2,People are watching hot air balloons in the park .,55
107318069_e9f2ef32de.jpg,3,People watching hot air balloons .,55
107318069_e9f2ef32de.jpg,4,Seven large balloons are lined up at nighttime near a crowd .,55
1075716537_62105738b4.jpg,0,A child with a helmet on his head rides a bike .,56
1075716537_62105738b4.jpg,1,A little boy rides a bike down a hill on a miniature dirt bike .,56
1075716537_62105738b4.jpg,2,A young boy in a helmet rides a bike on the road .,56
1075716537_62105738b4.jpg,3,The little boy rides his bicycle in a race .,56
1075716537_62105738b4.jpg,4,The young boy pedals quickly at a BMX race .,56
107582366_d86f2d3347.jpg,0,A group of eight people are gathered around a table at night .,57
107582366_d86f2d3347.jpg,1,A group of people gathered around in the dark .,57
107582366_d86f2d3347.jpg,2,A group of people sit around a table outside on a porch at night .,57
107582366_d86f2d3347.jpg,3,A group of people sit outdoors together at night .,57
107582366_d86f2d3347.jpg,4,A group of people sitting at a table in a darkened room .,57
1075867198_27ca2e7efe.jpg,0,A man in a brown shirt and dark shorts plays on the beach with his two black dogs .,58
1075867198_27ca2e7efe.jpg,1,A man in shorts with two black dogs holds a ball throwing toy at the beach .,58
1075867198_27ca2e7efe.jpg,2,a man playing with two black dogs on the beach,58
1075867198_27ca2e7efe.jpg,3,A man with two dogs on a beach,58
1075867198_27ca2e7efe.jpg,4,Man at the beach with two dogs .,58
1075881101_d55c46bece.jpg,0,a boy cleans the bubbles off his face .,59
1075881101_d55c46bece.jpg,1,A boy covered in suds has his face wiped clean .,59
1075881101_d55c46bece.jpg,2,A boy is covered in bubbles .,59
1075881101_d55c46bece.jpg,3,A child covered in foam is climbing on a black inflatable ramp .,59
1075881101_d55c46bece.jpg,4,A person covered in soapy water is getting cleaned off .,59
1077546505_a4f6c4daa9.jpg,0,A boy in blue shorts slides down a slide into a pool .,60
1077546505_a4f6c4daa9.jpg,1,A boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .,60
1077546505_a4f6c4daa9.jpg,2,A boy rides down a slide into a small backyard pool .,60
1077546505_a4f6c4daa9.jpg,3,A boy sliding down a slide into a pool with colorful tubes .,60
1077546505_a4f6c4daa9.jpg,4,A child is falling off a slide onto colored balloons floating on a pool of water .,60
1077931201_1e0bb83105.jpg,0,A man in a wetsuit is throwing a baby wearing a wetsuit up into the air .,61
1077931201_1e0bb83105.jpg,1,A man in a wetsuit is throwing a toddler up in the air and is ready to catch him .,61
1077931201_1e0bb83105.jpg,2,A man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .,61
1077931201_1e0bb83105.jpg,3,The man is in the pool and throwing a small boy into the air .,61
1077931201_1e0bb83105.jpg,4,"While water droplets fly , a man throws a little boy up in the air .",61
1079274291_9aaf896cc1.jpg,0,A little boy sticks his tongue out for the camera . Another boy looks on .,62
1079274291_9aaf896cc1.jpg,1,Two boys make faces .,62
1079274291_9aaf896cc1.jpg,2,"Two young boys are looking at the camera , one smiling , the other sticking his tongue out .",62
1079274291_9aaf896cc1.jpg,3,Two young boys look up at the camera as one sticks out his tongue .,62
1079274291_9aaf896cc1.jpg,4,two young boys making silly faces .,62
10815824_2997e03d76.jpg,0,A blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .,63
10815824_2997e03d76.jpg,1,A girl and her horse stand by a fire .,63
10815824_2997e03d76.jpg,2,A girl holding a horse 's lead behind a fire .,63
10815824_2997e03d76.jpg,3,"A man , and girl and two horses are near a contained fire .",63
10815824_2997e03d76.jpg,4,Two people and two horses watching a fire .,63
1082252566_8c79beef93.jpg,0,"A bulldog , a sheep dog , and a boxer standing in a yard .",64
1082252566_8c79beef93.jpg,1,A large brown dog is pushing a small Boston terrier with his face while anouther dog watches .,64
1082252566_8c79beef93.jpg,2,A large skinny dog stands near two smaller dogs int the dirt .,64
1082252566_8c79beef93.jpg,3,There are three dogs starring at a ball in the middle of them .,64
1082252566_8c79beef93.jpg,4,Three dogs of various sizes .,64
1082379191_ec1e53f996.jpg,0,A lady and a man with no shirt sit on a dock .,65
1082379191_ec1e53f996.jpg,1,A man and a woman are sitting on a dock together .,65
1082379191_ec1e53f996.jpg,2,A man and a woman sitting on a dock .,65
1082379191_ec1e53f996.jpg,3,A man and woman sitting on a deck next to a lake .,65
1082379191_ec1e53f996.jpg,4,A shirtless man and a woman sitting on a dock .,65
1084040636_97d9633581.jpg,0,A closeup of a white dog that is laying its head on its paws .,66
1084040636_97d9633581.jpg,1,a large white dog lying on the floor .,66
1084040636_97d9633581.jpg,2,A white dog has its head on the ground .,66
1084040636_97d9633581.jpg,3,A white dog is resting its head on a tiled floor with its eyes open .,66
1084040636_97d9633581.jpg,4,A white dog rests its head on the patio bricks .,66
1084104085_3b06223afe.jpg,0,a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .,67
1084104085_3b06223afe.jpg,1,A woman in blue shorts and a white shirt is indoor rock climbing .,67
1084104085_3b06223afe.jpg,2,The girl is climbing a rock wall .,67
1084104085_3b06223afe.jpg,3,"The girl is in a harness , climbing rocks .",67
1084104085_3b06223afe.jpg,4,Woman climbing an artificial rock wall .,67
1087168168_70280d024a.jpg,0,A boy is jumping on an inflatable ring and a girl is watching him,68
1087168168_70280d024a.jpg,1,A boy jumping on a water jumphouse,68
1087168168_70280d024a.jpg,2,A teenage boy is jumping on an inflatable slide .,68
1087168168_70280d024a.jpg,3,A young boy jumping and a young girl seating in an inflatable pool .,68
1087168168_70280d024a.jpg,4,Two young kids are playing in the water on an inflated toy .,68
1087539207_9f77ab3aaf.jpg,0,A family playing on a tractor on a beautiful day,69
1087539207_9f77ab3aaf.jpg,1,Children ride a tractor in a field .,69
1087539207_9f77ab3aaf.jpg,2,Several children playing on a Polaris vehicle outdoors .,69
1087539207_9f77ab3aaf.jpg,3,The children played on the four wheeler in the field .,69
1087539207_9f77ab3aaf.jpg,4,The four kids are riding on an ATV in a field .,69
1088767354_2acee738cf.jpg,0,A woman in a red costume to the left of a man and woman standing together .,70
1088767354_2acee738cf.jpg,1,A woman wearing a red costume looks at two other people standing on a street .,70
